hour(h),DNI(W/m2),Tamb(°C),mdotDemand(kg/s),Tdemand(°C),mdotSF(kg/s),TSF(°C),mdotAux(kg/s),qBoiler(MWh),qAbs(W/m2),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s),mdotSFToBoiler(kg/s),mdotSFToSt(kg/s) 
2578,133.42,18.57,100,350,108.416,92.8571,0,30.8571,82.0667,639.295,194.919,0,100,8.41554
2579,6.98,18.83,100,350,0,50,0,18.6565,4.09997,279.295,194.529,100,0,0
2580,1.12,18.9,90,350,0,50,12.4201,19.0276,0.645968,0.00695275,193.641,77.5799,0,0
2581,0,18.97,80,350,0,50,80,28.8,0,0.00695275,19.8213,-0,0,0
2582,0,19.03,47,350,0,50,47,16.92,0,0.00695275,19.0338,-0,0,0
2583,0,18.55,53,350,0,50,53,19.08,0,0.00695275,18.5524,-0,0,0
2584,0,18.07,79,350,0,50,79,28.44,0,0.00695275,18.0724,0,-1.42109e-14,1.42109e-14
2585,89.47,17.59,50,350,46.0957,92.8571,3.9043,15.6294,62.0516,0.00695275,17.5923,-0,46.0957,0
2586,355.43,17.07,20,350,128.394,135.714,0,5.14286,244.084,390.225,135.282,0,20,108.394
2587,0,16.56,0,350,0,50,0,0,0,390.225,134.852,-0,0,0
2588,0,16.04,0,350,0,50,0,0,0,390.225,134.421,-0,0,0
2589,0,15.88,0,350,0,50,0,0,0,390.225,133.991,-0,0,0
2590,0,15.72,0,350,0,50,0,0,0,390.225,133.563,-0,0,0
2591,0,15.55,0,350,0,50,0,0,0,390.225,133.135,-0,0,0
2592,0,15.36,0,350,0,50,0,0,0,390.225,133.135,0,0,0
2593,0,15.16,0,350,0,50,0,0,0,390.225,132.707,-0,0,0
2594,0,14.96,0,350,0,50,0,0,0,390.225,132.281,-0,0,0
2595,0,14.81,0,350,0,50,0,0,0,390.225,131.855,-0,0,0
2596,0,14.66,45,350,0,50,0,11.8028,0,228.225,131.43,45,0,0
2597,0,14.51,45,350,0,50,0,11.8418,0,66.2252,130.707,45,0,0
2598,24.25,15.35,50,350,0,50,31.6046,16.2719,16.6384,0.00185535,128.286,18.3954,0,0
2599,126.31,16.2,70,350,76.267,92.8571,0,21.6,87.6199,22.5632,88.3223,0,70,6.26703
2600,740.96,17.04,70,350,130.937,221.429,0,10.8,503.825,241.937,207.895,0,70,60.9371
2601,835.91,18.13,100,350,152.665,221.429,0,15.4286,544.376,431.529,213.199,0,100,52.6645
2602,752.04,19.21,100,350,179.133,178.571,0,20.5714,464.293,716.407,199.073,0,100,79.1329
2603,300.37,20.29,100,350,101.352,135.714,0,25.7143,177.26,721.273,198.295,0,100,1.35165
2604,5.56,20.58,90,350,12.8101,92.8571,0,18.0372,3.22304,443.389,197.946,77.1899,12.8101,0
2605,104.26,20.87,80,350,58.3818,92.8571,0,21.9742,61.5279,365.564,197.381,21.6182,58.3818,0
2606,0,21.15,47,350,0,50,0,8.64615,0,196.364,196.699,47,0,0
2607,0,20.25,53,350,0,50,0,9.83047,0,5.56372,195.433,53,0,0
2608,0,19.34,79,350,0,50,77.4559,28.2369,0,0.0049999,159.635,1.54409,0,0
2609,13.88,18.43,50,350,0,50,50,18,9.62841,0.0049999,18.9256,-0,0,0
2610,0,17.28,20,350,0,50,20,7.2,0,0.0049999,17.2858,0,-3.55271e-15,3.55271e-15
2611,0,16.13,0,350,0,50,0,0,0,0.0049999,16.1341,-0,0,0
2612,0,14.98,0,350,0,50,0,0,0,0.0049999,14.9841,-0,0,0
2613,0,14.7,0,350,0,50,0,0,0,0.0049999,14.701,-0,0,0
2614,0,14.43,0,350,0,50,0,0,0,0.0049999,14.4309,-0,0,0
2615,0,14.15,0,350,0,50,0,0,0,0.0049999,14.151,-0,0,0
2616,0,14.01,0,350,0,50,0,0,0,0.0049999,14.151,0,0,0
2617,0,13.86,0,350,0,50,0,0,0,0.0049999,13.861,-0,0,0
2618,0,13.71,0,350,0,50,0,0,0,0.0049999,13.7105,-0,0,0
2619,0,13.61,0,350,0,50,0,0,0,0.0049999,13.6104,-0,0,0
2620,0,13.52,45,350,0,50,44.9986,16.2001,0,1.99996e-08,13.5203,0.00138886,0,0
2621,0,13.42,45,350,0,50,45,16.2,0,1.99996e-08,13.42,-0,0,0
2622,276.47,14.54,50,350,52.579,178.571,0,10.2857,189.516,9.28435,156.817,0,50,2.57898
2623,563.84,15.67,70,350,103.709,221.429,0,10.8,391.195,130.637,214.674,0,70,33.7092
2624,730.98,16.79,70,350,138.702,221.429,0,10.8,497.669,377.965,218.337,0,70,68.7021
2625,650.64,17.26,100,350,116.955,221.429,0,15.4286,424.755,439.004,218.117,0,100,16.9555
2626,186.29,17.73,100,350,160.976,92.8571,0,30.8571,115.428,658.52,176.021,0,100,60.9765
2627,0,18.2,100,350,0,50,0,20.9182,0,298.52,175.682,100,0,0
2628,0,18.06,90,350,0,50,7.0784,19.9682,0,0.00191395,174.935,82.9216,0,0
2629,0,17.91,80,350,0,50,80,28.8,0,0.00191395,18.1214,-0,0,0
2630,0,17.76,47,350,0,50,47,16.92,0,0.00191395,17.7605,0,-7.10543e-15,7.10543e-15
2631,0,17.11,53,350,0,50,53,19.08,0,0.00191395,17.1109,0,-7.10543e-15,7.10543e-15
2632,38.45,16.46,79,350,3.23766,92.8571,75.7623,28.2735,26.1777,0.00191395,16.4609,1.42109e-14,3.23766,0
2633,691.95,15.81,50,350,123.851,221.429,0,7.71429,480.079,265.864,220.335,0,50,73.8506
2634,459.94,15.22,20,350,119.784,178.571,0,4.11429,315.282,625.087,195.924,0,20,99.7842
2635,0,14.63,0,350,0,50,0,0,0,625.087,195.513,-0,0,0
2636,0,14.04,0,350,0,50,0,0,0,625.087,195.102,-0,0,0
2637,0,13.79,0,350,0,50,0,0,0,625.087,194.691,-0,0,0
2638,0,13.54,0,350,0,50,0,0,0,625.087,194.281,-0,0,0
2639,0,13.28,0,350,0,50,0,0,0,625.087,193.871,-0,0,0
2640,0,13.05,0,350,0,50,0,0,0,625.087,193.871,0,0,0
2641,0,12.82,0,350,0,50,0,0,0,625.087,193.46,-0,0,0
2642,0,12.59,0,350,0,50,0,0,0,625.087,193.05,-0,0,0
2643,0,12.64,0,350,0,50,0,0,0,625.087,192.642,-0,0,0
2644,0,12.7,45,350,0,50,0,8.51937,0,463.087,192.234,45,0,0
2645,0,12.75,45,350,0,50,0,8.54899,0,301.087,191.685,45,0,0
2646,0,13.32,50,350,0,50,0,9.5491,0,121.087,190.848,50,0,0
2647,556.16,13.9,70,350,130.787,178.571,0,14.4,385.917,339.922,182.242,0,70,60.7873
2648,438.13,14.47,70,350,108.88,178.571,0,14.4,298.654,479.889,180.679,0,70,38.8797
2649,481.22,15.13,100,350,80.95,221.429,0,16.3713,314.9,411.309,180.191,19.05,80.95,0
2650,652.65,15.78,100,350,155.827,178.571,0,20.5714,405.824,612.287,179.28,0,100,55.8272
2651,621.03,16.43,100,350,137.241,178.571,0,20.5714,369.824,746.354,178.844,0,100,37.2409
2652,0,16.69,90,350,0,50,0,18.5181,0,422.354,178.536,90,0,0
2653,0,16.94,80,350,0,50,0,16.5125,0,134.354,177.995,80,0,0
2654,0,17.19,47,350,0,50,9.68131,11.2634,0,0.00653203,176.314,37.3187,0,0
2655,349.79,16.87,53,350,245.349,92.8571,0,16.3543,228.895,692.464,92.7025,0,53,192.349
2656,103.9,16.55,79,350,69.2871,92.8571,0,24.3808,70.8241,657.497,92.5467,9.71288,69.2871,0
2657,60.23,16.23,50,350,34.5531,92.8571,0,15.4374,41.7934,601.888,92.3822,15.4469,34.5531,0
2658,6.03,15.61,20,350,0,50,0,6.18716,4.12954,529.888,92.2016,20,0,0
2659,0,15,0,350,0,50,0,0,0,529.888,91.9953,-0,0,0
2660,0,14.38,0,350,0,50,0,0,0,529.888,91.7879,-0,0,0
2661,0,14,0,350,0,50,0,0,0,529.888,91.5801,-0,0,0
2662,0,13.63,0,350,0,50,0,0,0,529.888,91.3718,-0,0,0
2663,0,13.25,0,350,0,50,0,0,0,529.888,91.1631,-0,0,0
2664,0,12.87,0,350,0,50,0,0,0,529.888,91.1631,0,0,0
2665,0,12.48,0,350,0,50,0,0,0,529.888,90.9528,-0,0,0
2666,0,12.1,0,350,0,50,0,0,0,529.888,90.7421,-0,0,0
2667,0,11.84,0,350,0,50,0,0,0,529.888,90.5313,-0,0,0
2668,0,11.59,45,350,0,50,0,14.0227,0,367.888,90.3204,45,0,0
2669,0,11.33,45,350,0,50,0,14.0391,0,205.888,90.0167,45,0,0
2670,41.98,12.72,50,350,5.70199,92.8571,0,15.6077,28.7211,46.4156,89.4874,44.298,5.70199,0
2671,77.44,14.1,70,350,48.4886,92.8571,8.61892,22.13,53.7404,0.00273974,87.2501,12.8925,48.4886,0
2672,235.9,15.49,70,350,78.6432,135.714,0,18,160.992,31.1184,130.465,0,70,8.64323
2673,305.93,16.19,100,350,236.933,92.8571,0,30.8571,200.657,524.077,94.877,0,100,136.933
2674,0,16.88,100,350,0,50,0,30.64,0,164.077,94.6663,100,0,0
2675,98.78,17.57,100,350,42.2949,92.8571,12.129,31.4181,59.0814,0.003459,94.005,45.576,42.2949,0
2676,4.41,17.75,90,350,0,50,90,32.4,2.59384,0.003459,17.9353,0,-4.26326e-14,4.26326e-14
2677,1.12,17.93,80,350,0,50,80,28.8,0.669884,0.003459,17.93,1.42109e-14,0,0
2678,13.4,18.11,47,350,0,50,47,16.92,8.36107,0.003459,18.1096,7.10543e-15,0,0
2679,0,17.49,53,350,0,50,53,19.08,0,0.003459,17.4915,-0,0,0
2680,0,16.87,79,350,0,50,79,28.44,0,0.003459,16.8715,-0,0,0
2681,0,16.24,50,350,0,50,50,18,0,0.003459,16.2415,-0,0,0
2682,17.8,15.48,20,350,0,50,20,7.2,12.1781,0.003459,15.4819,3.55271e-15,0,0
2683,0,14.73,0,350,0,50,0,0,0,0.003459,14.7318,-0,0,0
2684,0,13.97,0,350,0,50,0,0,0,0.003459,13.9718,-0,0,0
2685,0,13.79,0,350,0,50,0,0,0,0.003459,13.7904,-0,0,0
2686,0,13.62,0,350,0,50,0,0,0,0.003459,13.6204,-0,0,0
2687,0,13.44,0,350,0,50,0,0,0,0.003459,13.4404,-0,0,0
2688,0,12.3,0,350,0,50,0,0,0,0.003459,13.4404,0,0,0
2689,0,11.15,0,350,0,50,0,0,0,0.003459,11.1556,-0,0,0
2690,0,9.99999,0,350,0,50,0,0,0,0.003459,10.0028,-0,0,0
2691,0,9.80001,0,350,0,50,0,0,0,0.003459,9.80051,-0,0,0
2692,0,9.61001,45,350,0,50,44.999,16.2,0,1.3836e-08,9.61047,0.000960829,0,0
2693,0,9.42001,45,350,0,50,45,16.2,0,1.3836e-08,9.42001,-0,0,0
2694,191.14,11.59,50,350,54.0197,135.714,0,12.8571,130.638,14.471,124.625,0,50,4.01973
2695,418.8,13.77,70,350,70.4808,221.429,0,10.8,290.648,16.2019,125.203,0,70,0.480791
2696,631.32,15.94,70,350,90.3535,264.286,0,7.2,431.336,89.4745,235.615,0,70,20.3535
2697,528.18,16.85,100,350,97.0127,221.429,0,15.39,347.211,78.7203,232.199,2.98727,97.0127,0
2698,640.12,17.76,100,350,83.076,264.286,0,11.0145,400.76,17.7938,228.4,16.924,83.076,0
2699,997.36,18.67,100,350,132.985,264.286,0,10.2857,599.088,136.541,257.13,0,100,32.9852
2700,1040.74,18.84,90,350,136.779,264.286,0,9.25714,614.975,304.946,259.959,0,90,46.7792
2701,1021.42,19,80,350,136.438,264.286,0,8.22857,613.54,508.124,261.013,0,80,56.4384
2702,462.79,19.16,47,350,113.928,178.571,0,9.66857,289.739,749.064,234.088,0,47,66.9277
2703,0,18.81,53,350,0,50,0,7.3979,0,558.264,233.681,53,0,0
2704,70.49,18.46,79,350,4.94241,135.714,0,11.6566,48.1608,291.657,233.135,74.0576,4.94241,0
2705,523.97,18.11,50,350,69.0963,264.286,0,5.14286,363.636,360.403,238.21,0,50,19.0963
2706,274.47,16.86,20,350,120.168,135.714,0,5.14286,187.591,721.008,186.613,0,20,100.168
2707,0,15.62,0,350,0,50,0,0,0,721.008,186.277,-0,0,0
2708,0,14.37,0,350,0,50,0,0,0,721.008,185.94,-0,0,0
2709,0,13.8,0,350,0,50,0,0,0,721.008,185.601,-0,0,0
2710,0,13.24,0,350,0,50,0,0,0,721.008,185.263,-0,0,0
2711,0,12.67,0,350,0,50,0,0,0,721.008,184.924,-0,0,0
2712,0,12.9,0,350,0,50,0,0,0,721.008,184.924,0,0,0
2713,0,13.13,0,350,0,50,0,0,0,721.008,184.586,-0,0,0
2714,0,13.36,0,350,0,50,0,0,0,721.008,184.249,-0,0,0
2715,0,13.03,0,350,0,50,0,0,0,721.008,183.913,-0,0,0
2716,0,12.71,45,350,0,50,0,8.98687,0,559.008,183.577,45,0,0
2717,0,12.39,45,350,0,50,0,9.01028,0,397.008,183.143,45,0,0
2718,231.97,14.15,50,350,70.6381,135.714,0,12.8571,158.379,471.306,175.181,0,50,20.6381
2719,137.87,15.9,70,350,111.471,92.8571,0,21.6,95.6842,620.6,155.059,0,70,41.4706
2720,48.53,17.66,70,350,24.0684,92.8571,0,18.1889,33.193,455.246,154.745,45.9316,24.0684,0
2721,1.51,18.26,100,350,0,50,0,23.4815,0.994811,95.2463,154.321,100,0,0
2722,0,18.86,100,350,0,50,73.5442,32.7513,0,0.00548242,152.331,26.4558,0,0
2723,328.8,19.46,100,350,94.6486,135.714,5.35141,26.2647,198.328,0.00548242,19.9711,1.42109e-14,94.6486,0
2724,1009.49,20.01,90,350,100.186,307.143,0,4.62857,599.216,36.676,296.402,0,90,10.1863
2725,1022.21,20.55,80,350,92.2315,350,0,1.09139e-14,616.585,80.7096,320.37,0,80,12.2315
2726,977.64,21.09,47,350,113.828,307.143,0,2.41714,614.092,321.29,309.193,0,47,66.828
2727,895.82,20.54,53,350,171.878,221.429,0,8.17714,590.18,749.25,258.612,0,53,118.878
2728,0,19.99,79,350,0,50,0,8.70635,0,464.85,258.161,79,0,0
2729,0,19.44,50,350,0,50,0,5.55396,0,284.85,257.434,50,0,0
2730,5.75,18.44,20,350,0,50,0,2.25003,3.92585,212.85,256.249,20,0,0
2731,0,17.43,0,350,0,50,0,0,0,212.85,254.667,-0,0,0
2732,0,16.43,0,350,0,50,0,0,0,212.85,253.088,-0,0,0
2733,0,15.91,0,350,0,50,0,0,0,212.85,251.517,-0,0,0
2734,0,15.4,0,350,0,50,0,0,0,212.85,249.952,-0,0,0
2735,0,14.88,0,350,0,50,0,0,0,212.85,248.395,-0,0,0
2736,0,14.17,0,350,0,50,0,0,0,212.85,248.395,0,0,0
2737,0,13.45,0,350,0,50,0,0,0,212.85,246.838,-0,0,0
2738,0,12.74,0,350,0,50,0,0,0,212.85,245.287,-0,0,0
2739,0,12.16,0,350,0,50,0,0,0,212.85,243.743,-0,0,0
2740,0,11.58,45,350,0,50,0,5.82096,0,50.85,242.204,45,0,0
2741,0,11,45,350,0,50,30.8753,13.0486,0,0.000902248,235.925,14.1247,0,0
2742,335.04,13.5,50,350,45.5225,221.429,4.47749,8.63537,228.506,0.000902248,13.6413,-0,45.5225,0
2743,638.9,16.01,70,350,73.44,307.143,0,3.6,443.402,12.385,277.184,0,70,3.44004
2744,795.33,18.51,70,350,79.9462,350,0,0,544.545,48.1912,322.336,0,70,9.94616
2745,906.19,19.49,100,350,90.9375,350,0,0.395085,598.286,15.5662,313.67,9.0625,90.9375,0
2746,993.69,20.46,100,350,95.696,350,0,0.314202,626.185,0.0718716,289.165,4.30399,95.696,0
2747,1027.96,21.43,100,350,95.0887,350,4.89157,1.76843,622.59,0.000978458,34.3314,0.0196925,95.0887,0
2748,1028.8,21.84,90,350,93.5237,350,0,-1.22782e-14,613.385,12.6863,316.952,0,90,3.5237
2749,1004.08,22.25,80,350,92.6312,350,0,0,608.127,58.1586,335.153,0,80,12.6312
2750,943.7,22.65,47,350,90.3437,350,0,0,594.683,214.196,343.84,0,47,43.3437
2751,880.45,22.34,53,350,88.0611,350,0,0,581.292,340.416,344.779,0,53,35.0611
2752,817.47,22.02,79,350,84.3817,350,0,-1.07775e-14,559.704,359.79,343.791,0,79,5.3817
2753,687.68,21.7,50,350,70.3325,350,0,0,477.256,432.987,343.785,0,50,20.3325
2754,441.59,20.35,20,350,51.6,307.143,0,1.02857,301.176,546.747,335.343,0,20,31.6
2755,0,18.99,0,350,0,50,0,0,0,546.747,334.523,-0,0,0
2756,0,17.64,0,350,0,50,0,0,0,546.747,333.703,-0,0,0
2757,0,16.35,0,350,0,50,0,0,0,546.747,332.881,-0,0,0
2758,0,15.07,0,350,0,50,0,0,0,546.747,332.058,-0,0,0
2759,0,13.78,0,350,0,50,0,0,0,546.747,331.234,-0,0,0
2760,0,13.38,0,350,0,50,0,0,0,546.747,331.234,0,0,0
2761,0,12.98,0,350,0,50,0,0,0,546.747,330.409,-0,0,0
2762,0,12.58,0,350,0,50,0,0,0,546.747,329.586,-0,0,0
2763,0,12.32,0,350,0,50,0,0,0,546.747,328.765,-0,0,0
2764,0,12.07,45,350,0,50,0,1.191,0,384.747,327.944,45,0,0
2765,0,11.81,45,350,0,50,0,1.25376,0,222.747,326.782,45,0,0
2766,341.22,14.68,50,350,32.6254,264.286,0,3.88105,232.466,160.198,324.806,17.3746,32.6254,0
2767,618.64,17.56,70,350,72.783,307.143,0,3.6,429.322,170.217,321.233,0,70,2.78298
2768,770.11,20.43,70,350,77.0976,350,0,0,527.801,195.769,322.795,0,70,7.09764
2769,860.07,21.73,100,350,85.9616,350,0,0.494804,569.015,145.23,320.628,14.0384,85.9616,0
2770,931.23,23.02,100,350,89.322,350,0,0.413277,588.67,106.79,317.747,10.678,89.322,0
2771,962.65,24.31,100,350,88.7701,350,0,0.486517,585.364,66.362,313.897,11.2299,88.7701,0
2772,957.47,24.62,90,350,86.7221,350,0,0.165841,573.329,54.5616,307.839,3.27789,86.7221,0
2773,933.79,24.93,80,350,85.7854,350,0,0,567.815,75.3889,314.042,0,80,5.78536
2774,909.97,25.24,47,350,87.0516,350,0,0,575.231,219.575,335.647,0,47,40.0516
2775,848.42,24.63,53,350,84.6752,350,0,1.4461e-14,561.308,333.605,339.215,0,53,31.6752
2776,789.19,24.02,79,350,81.1902,350,0,0,540.878,341.49,338.158,0,79,2.19017
2777,561.43,23.4,50,350,69.2153,307.143,0,2.57143,389.619,410.665,331.867,0,50,19.2153
2778,390.37,21.26,20,350,76.023,221.429,0,3.08571,265.951,612.348,294.859,0,20,56.023
2779,0,19.12,0,350,0,50,0,0,0,612.348,294.221,-0,0,0
2780,0,16.98,0,350,0,50,0,0,0,612.348,293.58,-0,0,0
2781,0,15.91,0,350,0,50,0,0,0,612.348,292.937,-0,0,0
2782,0,14.84,0,350,0,50,0,0,0,612.348,292.294,-0,0,0
2783,0,13.77,0,350,0,50,0,0,0,612.348,291.65,-0,0,0
2784,0,13.48,0,350,0,50,0,0,0,612.348,291.65,0,0,0
2785,0,13.18,0,350,0,50,0,0,0,612.348,291.006,-0,0,0
2786,0,12.89,0,350,0,50,0,0,0,612.348,290.363,-0,0,0
2787,0,12.51,0,350,0,50,0,0,0,612.348,289.72,-0,0,0
2788,0,12.14,45,350,0,50,0,3.28979,0,450.348,289.078,45,0,0
2789,0,11.77,45,350,0,50,0,3.33685,0,288.348,288.206,45,0,0
2790,321.17,14.83,50,350,29.3082,264.286,0,4.58216,218.561,213.857,286.867,20.6918,29.3082,0
2791,621.19,17.89,70,350,73.1311,307.143,0,3.6,431.057,225.129,286.19,0,70,3.13113
2792,553.06,20.95,70,350,65.0227,307.143,0,3.73507,379.404,207.211,284.528,4.97733,65.0227,0
2793,829.4,22.15,100,350,98.9245,307.143,0,5.17435,549.83,203.339,282.743,1.07552,98.9245,0
2794,898.08,23.35,100,350,102.84,307.143,0,5.14286,569.455,213.563,282.191,0,100,2.8401
2795,911.35,24.55,100,350,100.244,307.143,0,5.14286,556.331,214.441,280.598,0,100,0.243697
2796,922.49,24.69,90,350,99.9215,307.143,0,4.62857,554.718,250.158,282.922,0,90,9.92147
2797,850.55,24.83,80,350,92.8612,307.143,0,4.11429,519.216,296.458,285.457,0,80,12.8612
2798,876.45,24.97,47,350,100.123,307.143,0,2.41714,555.74,487.703,293.18,0,47,53.1235
2799,787.3,24.22,53,350,93.3921,307.143,0,2.72571,521.921,633.114,295.778,0,53,40.3921
2800,565.54,23.47,79,350,66.749,307.143,0,4.23889,387.965,589.011,295.169,12.251,66.749,0
2801,507.86,22.71,50,350,76.7163,264.286,0,5.14286,352.415,685.19,290.279,0,50,26.7163
2802,142.87,20.85,20,350,37.342,178.571,0,4.11429,97.2252,747.621,280.458,0,20,17.342
2803,0,19,0,350,0,50,0,0,0,747.621,279.963,-0,0,0
2804,0,17.14,0,350,0,50,0,0,0,747.621,279.464,-0,0,0
2805,0,16.43,0,350,0,50,0,0,0,747.621,278.966,-0,0,0
2806,0,15.73,0,350,0,50,0,0,0,747.621,278.467,-0,0,0
2807,0,15.02,0,350,0,50,0,0,0,747.621,277.968,-0,0,0
2808,0,15.11,0,350,0,50,0,0,0,747.621,277.968,0,0,0
2809,0,15.19,0,350,0,50,0,0,0,747.621,277.47,-0,0,0
2810,0,15.28,0,350,0,50,0,0,0,747.621,276.973,-0,0,0
2811,0,15.26,0,350,0,50,0,0,0,747.621,276.477,-0,0,0
2812,0,15.25,45,350,0,50,0,3.99699,0,585.621,275.982,45,0,0
2813,0,15.24,45,350,0,50,0,4.03104,0,423.621,275.351,45,0,0
2814,8.41,15.51,50,350,0,50,0,4.53101,5.71657,243.621,274.483,50,0,0
2815,0,15.77,70,350,0,50,2.32872,7.09243,0,0.00424333,272.984,67.6713,0,0
2816,0,16.04,70,350,0,50,70,25.2,0,0.00424333,16.8057,-0,0,0
2817,4.46,16.14,100,350,0,50,100,36,2.96243,0.00424333,16.142,-0,0,0
2818,21.22,16.23,100,350,0,50,100,36,13.4954,0.00424333,16.2297,1.42109e-14,0,0
2819,10.16,16.32,100,350,0,50,100,36,6.22575,0.00424333,16.3197,-0,0,0
2820,0,16.72,90,350,0,50,90,32.4,0,0.00424333,16.7188,-0,0,0
2821,0,17.12,80,350,0,50,80,28.8,0,0.00424333,17.1188,-0,0,0
2822,0,17.51,47,350,0,50,47,16.92,0,0.00424333,17.5088,-0,0,0
2823,0,17.15,53,350,0,50,53,19.08,0,0.00424333,17.1511,-0,0,0
2824,0,16.79,79,350,0,50,79,28.44,0,0.00424333,16.7911,-0,0,0
2825,0,16.42,50,350,0,50,50,18,0,0.00424333,16.4211,-0,0,0
2826,0,15.83,20,350,0,50,20,7.2,0,0.00424333,15.8318,-0,0,0
2827,0,15.25,0,350,0,50,0,0,0,0.00424333,15.2517,-0,0,0
2828,0,14.66,0,350,0,50,0,0,0,0.00424333,14.6618,-0,0,0
2829,0,14.59,0,350,0,50,0,0,0,0.00424333,14.5902,-0,0,0
2830,0,14.52,0,350,0,50,0,0,0,0.00424333,14.5202,-0,0,0
2831,0,14.44,0,350,0,50,0,0,0,0.00424333,14.4402,-0,0,0
2832,0,14.34,0,350,0,50,0,0,0,0.00424333,14.4402,0,0,0
2833,0,14.24,0,350,0,50,0,0,0,0.00424333,14.2406,-0,0,0
2834,0,14.14,0,350,0,50,0,0,0,0.00424333,14.1403,-0,0,0
2835,0,13.96,0,350,0,50,0,0,0,0.00424333,13.9605,-0,0,0
2836,0,13.79,45,350,0,50,44.9988,16.2001,0,1.69733e-08,13.7905,0.0011787,0,0
2837,0,13.62,45,350,0,50,45,16.2,0,1.69733e-08,13.62,-0,0,0
2838,277.2,14.14,50,350,88.5028,135.714,0,12.8571,188.202,138.61,134.482,0,50,38.5028
2839,421.85,14.67,70,350,163.706,135.714,0,18,292.655,475.953,134.996,0,70,93.7064
2840,54.82,15.19,70,350,42.3604,92.8571,0,20.2142,37.6735,376.45,134.64,27.6396,42.3604,0
2841,275.64,15.72,100,350,203.555,92.8571,0,30.8571,183.434,749.25,113.665,0,100,103.555
2842,2.49,16.25,100,350,0,50,0,28.3823,1.5882,389.25,113.481,100,0,0
2843,0,16.77,100,350,0,50,0,28.4245,0,29.25,113.129,100,0,0
2844,0,17.08,90,350,0,50,81.8753,31.8279,0,0.00116775,108.683,8.12468,0,0
2845,0,17.39,80,350,0,50,80,28.8,0,0.00116775,17.465,-0,0,0
2846,0,17.7,47,350,0,50,47,16.92,0,0.00116775,17.6998,-0,0,0
2847,273.42,17.42,53,350,84.9096,135.714,0,13.6286,181.957,114.876,134.269,0,53,31.9096
2848,1.76,17.13,79,350,12.8101,92.8571,34.2804,24.6092,1.20951,0.00128262,132.839,31.9095,12.8101,0
2849,285.86,16.84,50,350,101.045,135.714,0,12.8571,198.313,183.762,134.803,0,50,51.0447
2850,133.49,16.07,20,350,105.651,92.8571,0,6.17143,90.6315,492.106,108.255,0,20,85.651
2851,0,15.31,0,350,0,50,0,0,0,492.106,107.987,-0,0,0
2852,0,14.54,0,350,0,50,0,0,0,492.106,107.718,-0,0,0
2853,0,14.07,0,350,0,50,0,0,0,492.106,107.449,-0,0,0
2854,0,13.6,0,350,0,50,0,0,0,492.106,107.179,-0,0,0
2855,0,13.13,0,350,0,50,0,0,0,492.106,106.909,-0,0,0
2856,0,12.9,0,350,0,50,0,0,0,492.106,106.909,0,0,0
2857,0,12.66,0,350,0,50,0,0,0,492.106,106.637,-0,0,0
2858,0,12.43,0,350,0,50,0,0,0,492.106,106.366,-0,0,0
2859,0,12.39,0,350,0,50,0,0,0,492.106,106.096,-0,0,0
2860,0,12.35,45,350,0,50,0,13.1854,0,330.106,105.826,45,0,0
2861,0,12.31,45,350,0,50,0,13.207,0,168.106,105.426,45,0,0
2862,253.44,14.28,50,350,78.725,135.714,0,12.8571,171.865,271.516,116.428,0,50,28.725
2863,107.46,16.25,70,350,33.4874,135.714,0,18.8679,74.5364,140.07,115.907,36.5126,33.4874,0
2864,299.77,18.22,70,350,67.8551,178.571,0,14.5638,206.177,132.349,114.926,2.14487,67.8551,0
2865,897.4,18.89,100,350,165.571,221.429,0,15.4286,598.305,368.405,182.537,0,100,65.5712
2866,787.94,19.57,100,350,194.94,178.571,0,20.5714,503.997,710.188,180.307,0,100,94.9395
2867,641.48,20.24,100,350,105.201,221.429,0,15.4286,395.968,728.912,181.051,0,100,5.20129
2868,3.25,20.79,90,350,12.8101,135.714,0,18.9723,1.97801,451.028,180.739,77.1899,12.8101,0
2869,7.72,21.35,80,350,12.8101,92.8571,0,17.6403,4.76534,209.145,180.239,67.1899,12.8101,0
2870,0,21.9,47,350,0,50,0,9.63473,0,39.9448,179.171,47,0,0
2871,2.77,21.14,53,350,0,50,41.9058,17.4325,1.84679,0.00551815,173.748,11.0942,0,0
2872,121.3,19.21,79,350,71.4157,92.8571,7.58425,24.7672,83.4283,0.00551815,19.8084,-0,71.4157,0
2873,5.17,18.62,50,350,0,50,50,18,3.58601,0.00551815,18.6246,0,-7.10543e-15,7.10543e-15
2874,0,18.03,20,350,0,50,20,7.2,0,0.00551815,18.0323,-0,0,0
2875,0,17.44,0,350,0,50,0,0,0,0.00551815,17.4423,-0,0,0
2876,0,16.86,0,350,0,50,0,0,0,0.00551815,16.8623,-0,0,0
2877,0,16.27,0,350,0,50,0,0,0,0.00551815,16.2723,-0,0,0
2878,0,15.68,0,350,0,50,0,0,0,0.00551815,15.6823,-0,0,0
2879,0,15.09,0,350,0,50,0,0,0,0.00551815,15.0923,-0,0,0
2880,0,14.5,0,350,0,50,0,0,0,0.00551815,15.0923,0,0,0
2881,0,13.92,0,350,0,50,0,0,0,0.00551815,13.9245,-0,0,0
2882,0,13.33,0,350,0,50,0,0,0,0.00551815,13.3323,-0,0,0
2883,0,12.74,0,350,0,50,0,0,0,0.00551815,12.7423,-0,0,0
